gene_id,C_t1_1,LPS_t1_1,C_t1_2,LPS_t1_2,C_t1_3,LPS_t1_3,C_t1_4,LPS_t1_4,control,lps,FDR,AveExpr,P value,C_t1_1 CPM,C_t1_2 CPM,C_t1_3 CPM,C_t1_4 CPM,LPS_t1_1 CPM,LPS_t1_2 CPM,LPS_t1_3 CPM,LPS_t1_4 CPM
ENSMUSG00000050860,67,4,69,5,128,6,179,7,0,-3.44059218685593,0.0000784411999286299,-1.04204665183811,0.00000768701571452607,1.377,1.520,2.215,2.814,0.086,0.100,0.124,0.151
ENSMUSG00000031988,1857,817,1769,835,2288,669,2863,667,0,-0.820797911482268,0.0000787842909899898,4.64760960194968,0.00000772423200590757,38.172,38.961,39.589,45.005,17.589,16.722,13.851,14.379
ENSMUSG00000004535,8034,9476,8508,13294,10811,12479,13414,10880,0,0.909955433683708,0.0000789119886838115,7.72519940234484,0.00000774035200831219,165.147,187.381,187.062,210.863,204.012,266.235,258.365,234.547
ENSMUSG00000028708,1709,495,1736,760,2165,598,3687,499,0,-1.2187071475716,0.0000789159574927471,4.48513122277857,0.00000774434164728769,35.130,38.234,37.461,57.958,10.657,15.220,12.381,10.757
ENSMUSG00000063550,2729,3363,2521,4577,2946,3735,5132,3564,0,0.955456855865358,0.0000790546560846726,6.10563750174736,0.0000077634438105849,56.097,55.523,50.974,80.673,72.403,91.662,77.329,76.832
ENSMUSG00000061414,190,31,170,34,216,50,339,30,0,-1.92462476946288,0.0000790546560846726,0.820654736844544,0.00000776516604545372,3.906,3.744,3.737,5.329,0.667,0.681,1.035,0.647
ENSMUSG00000025103,3873,1633,3523,1647,5141,1655,5979,1466,0,-0.788801514323779,0.0000792534497564348,5.73559287527637,0.00000778830835235917,79.613,77.591,88.954,93.988,35.157,32.984,34.265,31.604
ENSMUSG00000103009,268,43,262,50,310,17,284,13,0,-2.6290937906956,0.0000794713731739156,0.782341285931194,0.0000078133495684013,5.509,5.770,5.364,4.464,0.926,1.001,0.352,0.280
ENSMUSG00000001542,10314,14858,11920,16838,14976,17104,17575,12497,0,0.894902060028437,0.0000799128448044767,8.14410875961918,0.00000786039935208959,212.014,262.528,259.129,276.273,319.883,337.210,354.121,269.406
ENSMUSG00000032307,3147,3611,3388,4987,3898,4281,5023,4084,0,0.861909135126571,0.0000801600901892384,6.30870610711857,0.00000788837604535733,64.690,74.618,67.447,78.960,77.743,99.873,88.634,88.041
ENSMUSG00000026622,1380,292,833,315,984,202,1306,229,0,-1.3851755934228,0.0000808773786960761,3.39554855201373,0.00000796265264045496,28.367,18.346,17.026,20.530,6.287,6.308,4.182,4.937
ENSMUSG00000111792,14,0,15,0,18,0,45,1,0,-4.31419937246979,0.0000811819564465603,-3.76848669865776,0.00000799634307989067,0.288,0.330,0.311,0.707,0.000,0.000,0.000,0.022
ENSMUSG00000043085,149,8,131,14,127,24,254,15,0,-2.7424681570046,0.0000814937677353799,-0.0623919330025511,0.00000803077413697799,3.063,2.885,2.197,3.993,0.172,0.280,0.497,0.323
ENSMUSG00000032691,2830,5385,2791,9881,3491,7042,7972,6226,0,1.55976274020242,0.0000817570720921909,6.67916112044581,0.00000806045133405833,58.173,61.469,60.405,125.317,115.936,197.884,145.797,134.218
ENSMUSG00000046897,2550,922,2212,1074,2665,877,3238,707,0,-0.859412839758428,0.0000818287224617448,4.92121771758869,0.00000807124859538721,52.418,48.717,46.112,50.900,19.850,21.509,18.157,15.241
ENSMUSG00000034926,593,99,527,222,676,125,1135,133,0,-1.62878873339857,0.0000821970556889404,2.62642923107878,0.00000811132950660058,12.190,11.607,11.697,17.842,2.131,4.446,2.588,2.867
ENSMUSG00000026853,2195,710,2236,1087,2978,815,4186,743,0,-1.04504517624965,0.0000824780536953954,4.91327489224589,0.00000814658452714681,45.120,49.246,51.528,65.802,15.286,21.769,16.874,16.017
ENSMUSG00000021697,146,14,89,12,100,10,184,5,0,-2.90928568043007,0.0000824780536953954,-0.506449230760148,0.00000814305345516757,3.001,1.960,1.730,2.892,0.301,0.240,0.207,0.108
ENSMUSG00000082286,259,27,204,55,219,44,362,19,0,-2.18904658438993,0.0000827692130572618,0.881261488014416,0.00000817911927925677,5.324,4.493,3.789,5.691,0.581,1.101,0.911,0.410
ENSMUSG00000061458,1128,1301,1004,1431,1246,1308,1736,1218,0,0.780288010759951,0.0000828407256550235,4.66620816370602,0.0000081899654406878,23.187,22.112,21.559,27.289,28.010,28.658,27.081,26.257
ENSMUSG00000022601,800,267,762,324,939,277,1464,226,0,-1.10686535278368,0.000082938588187378,3.33677406229991,0.00000820342438935333,16.445,16.782,16.247,23.014,5.748,6.489,5.735,4.872
ENSMUSG00000056121,2077,2374,2052,3503,2748,3551,2812,3549,0,1.13134860119393,0.0000835590000650124,5.77739826278073,0.00000826860126561485,42.695,45.194,47.548,44.204,51.111,70.154,73.520,76.508
ENSMUSG00000005533,629,638,467,1019,538,753,761,855,0,1.16413959467628,0.0000841344602604608,3.77004788725084,0.00000832938449588028,12.930,10.285,9.309,11.963,13.736,20.407,15.590,18.432
ENSMUSG00000040167,274,786,163,454,288,531,134,460,0,2.17052783812958,0.0000847122132001216,2.72298003770153,0.00000839044732229865,5.632,3.590,4.983,2.106,16.922,9.092,10.994,9.917
ENSMUSG00000015176,3209,1080,3004,1499,4251,1097,6529,1174,0,-1.03955468390248,0.0000848080767090554,5.44885738313694,0.00000840381142442941,65.964,66.161,73.555,102.633,23.252,30.020,22.712,25.309
ENSMUSG00000049588,173,14,183,8,176,26,229,28,0,-2.74106112980735,0.0000848904627067711,0.188534465735869,0.00000841584814370244,3.556,4.030,3.045,3.600,0.301,0.160,0.538,0.604
ENSMUSG00000041781,2774,3190,2647,3811,3407,3783,4643,3325,0,0.811099024572231,0.0000849406594579052,6.07277647266435,0.00000842619331224954,57.022,58.298,58.951,72.986,68.679,76.322,78.323,71.679
ENSMUSG00000023993,327,54,218,48,228,30,322,30,0,-2.03361482179085,0.0000849406594579052,1.03291708900732,0.00000842857494963018,6.722,4.801,3.945,5.062,1.163,0.961,0.621,0.647
ENSMUSG00000034109,1347,413,1090,490,1424,371,2671,335,0,-1.23871421091079,0.0000850113543472584,3.9551845776539,0.00000843946836350355,27.689,24.006,24.639,41.987,8.892,9.813,7.681,7.222
ENSMUSG00000018167,3731,3893,3739,5997,4191,5106,4790,5442,0,1.01799005366337,0.0000853847232968616,6.4920337505212,0.00000848042988353792,76.694,82.348,72.517,75.297,83.814,120.100,105.715,117.317
ENSMUSG00000024137,661,170,620,274,738,193,1131,176,0,-1.22459262085729,0.0000859062991262448,2.95388534032004,0.0000085361521737744,13.588,13.655,12.770,17.779,3.660,5.487,3.996,3.794
ENSMUSG00000056515,10401,3513,11757,5031,14268,4655,17251,3626,0,-0.950259381643864,0.0000859169668827667,7.19538063739635,0.00000854113193291431,213.803,258.938,246.878,271.179,75.633,100.754,96.377,78.168
ENSMUSG00000048174,420,58,291,68,420,97,407,55,0,-1.76040068695101,0.0000864455610175403,1.67472423551844,0.00000859762411689574,8.634,6.409,7.267,6.398,1.249,1.362,2.008,1.186
ENSMUSG00000036580,1760,644,1823,825,2261,709,2740,663,0,-0.864144990878714,0.0000864973675030389,4.59763034719495,0.00000860672286710743,36.179,40.150,39.122,43.072,13.865,16.522,14.679,14.293
ENSMUSG00000049103,1712,535,1391,430,1401,388,3077,412,0,-1.32125767301047,0.0000868329725770344,4.13337056560422,0.00000864407802194849,35.192,30.636,24.241,48.369,11.518,8.611,8.033,8.882
ENSMUSG00000044934,1296,353,1018,402,1044,325,1443,297,0,-1.0731876821324,0.0000868849864519671,3.65949731162115,0.0000086532198286712,26.641,22.421,18.064,22.683,7.600,8.051,6.729,6.403
ENSMUSG00000039826,1278,515,1123,471,1427,425,1730,435,0,-0.860763321289189,0.0000870117740191649,3.97730931472998,0.00000866981680085114,26.271,24.733,24.691,27.195,11.088,9.433,8.799,9.378
ENSMUSG00000021485,274,19,209,41,195,34,266,28,0,-2.24023809140122,0.0000874836734118235,0.727507501574725,0.00000872082788470433,5.632,4.603,3.374,4.181,0.409,0.821,0.704,0.604
ENSMUSG00000047180,9845,12739,8882,11706,12368,11279,11024,10430,0,0.854443940202656,0.0000875152790942154,7.76306317135186,0.00000872797117112801,202.374,195.618,214.003,173.293,274.262,234.433,233.520,224.846
ENSMUSG00000015944,866,246,764,316,903,298,1261,185,0,-1.14586857577964,0.00008756045169994,3.27547756684105,0.00000873647100085628,17.801,16.826,15.625,19.822,5.296,6.328,6.170,3.988
ENSMUSG00000032309,1617,515,1442,694,1851,615,2310,538,0,-0.885232690858583,0.0000878555451074441,4.33852118622546,0.00000876992256467392,33.239,31.759,32.028,36.312,11.088,13.899,12.733,11.598
ENSMUSG00000031245,834,874,688,1090,842,1001,1062,843,0,0.877315876761398,0.0000881798101290008,4.14910740960207,0.00000880631435614685,17.144,15.153,14.569,16.694,18.817,21.829,20.725,18.173
ENSMUSG00000079138,8,94,1,71,5,38,2,28,0,4.58559586425508,0.0000883361187555397,-1.87333825374626,0.00000882595465462074,0.164,0.022,0.087,0.031,2.024,1.422,0.787,0.604
ENSMUSG00000021327,1216,380,1054,476,1285,349,2269,378,0,-1.11299969882466,0.0000883909624511978,3.87327980424412,0.00000883546688857039,24.996,23.213,22.234,35.668,8.181,9.533,7.226,8.149
ENSMUSG00000004633,1039,445,1158,408,1487,418,2071,319,0,-1.10292620842056,0.0000888268366901765,3.87434985645308,0.00000888308891942456,21.358,25.504,25.729,32.555,9.581,8.171,8.654,6.877
ENSMUSG00000028362,383,639,374,1077,290,704,752,1069,0,1.71222675156958,0.0000888518434391891,3.56562684575259,0.00000888964335335288,7.873,8.237,5.018,11.821,13.757,21.569,14.576,23.045
ENSMUSG00000015467,174,10,150,12,152,8,135,17,0,-2.94707949848312,0.0000892969371093024,-0.249230569225387,0.00000893824900852272,3.577,3.304,2.630,2.122,0.215,0.240,0.166,0.366
ENSMUSG00000048755,728,853,579,819,751,816,760,896,0,0.990996462258046,0.0000894543696720638,3.93086483424297,0.00000895808848169077,14.965,12.752,12.994,11.947,18.365,16.402,16.894,19.316
ENSMUSG00000045757,330,67,373,125,499,84,752,71,0,-1.75309766687108,0.0000896169045609036,1.97252350705915,0.00000897972970011622,6.783,8.215,8.634,11.821,1.442,2.503,1.739,1.531
ENSMUSG00000042812,9,54,2,42,7,40,12,31,0,3.27695579666717,0.0000896169045609036,-1.580871727539,0.00000898254205576464,0.185,0.044,0.121,0.189,1.163,0.841,0.828,0.668
ENSMUSG00000036862,105,1,81,15,108,5,206,2,0,-4.10621829936284,0.0000897360160967838,-1.17754829123631,0.00000899857490673529,2.158,1.784,1.869,3.238,0.022,0.300,0.104,0.043
ENSMUSG00000020777,3375,1234,3453,1570,3904,1412,6154,1154,0,-0.904590857561225,0.000089777761695387,5.53182532575972,0.00000901384027662824,69.376,76.049,67.551,96.739,26.567,31.442,29.234,24.878
ENSMUSG00000009566,897,293,640,229,949,245,1091,235,0,-1.10350035159291,0.000089777761695387,3.21404894916479,0.00000900853704165221,18.439,14.095,16.420,17.150,6.308,4.586,5.072,5.066
ENSMUSG00000030231,172,230,124,473,114,383,231,296,0,1.82171541300285,0.000089777761695387,2.16913248396401,0.00000901504874727619,3.536,2.731,1.973,3.631,4.952,9.473,7.930,6.381
ENSMUSG00000074813,563,1096,497,908,902,1200,491,1164,0,1.59967703849288,0.0000902011038957408,3.99179015696775,0.00000906167392574576,11.573,10.946,15.607,7.718,23.596,18.184,24.845,25.093
ENSMUSG00000076431,122,24,133,10,134,12,285,7,0,-2.9691001501243,0.0000911615884005055,-0.18479552255482,0.00000916232397674683,2.508,2.929,2.319,4.480,0.517,0.200,0.248,0.151
ENSMUSG00000109243,52,5,40,2,39,1,99,1,0,-3.81762843040265,0.0000911882953000261,-2.16456197463586,0.00000916916843109893,1.069,0.881,0.675,1.556,0.108,0.040,0.021,0.022
ENSMUSG00000036398,2488,2789,2231,3133,2986,3427,2722,3522,0,1.02192533651881,0.0000912060789785548,5.83527609466867,0.00000917927871831251,51.143,49.136,51.667,42.789,60.045,62.744,70.953,75.926
ENSMUSG00000043252,744,300,755,299,993,277,1293,234,0,-1.02575288057706,0.0000912060789785548,3.3224995657011,0.00000917870180619607,15.294,16.628,17.182,20.325,6.459,5.988,5.735,5.044
ENSMUSG00000035958,998,287,796,229,1025,219,996,260,0,-1.21877597343464,0.0000918001363625101,3.26433634000278,0.00000924325475396048,20.515,17.531,17.735,15.657,6.179,4.586,4.534,5.605
ENSMUSG00000035620,484,118,425,155,509,143,820,137,0,-1.26941587286838,0.0000924347552077818,2.43776167369647,0.00000931137093383741,9.949,9.360,8.807,12.890,2.540,3.104,2.961,2.953
ENSMUSG00000045326,18,48,7,62,7,34,9,53,0,3.03090051317045,0.0000927917708000682,-1.19692884512591,0.00000935156812342491,0.370,0.154,0.121,0.141,1.033,1.242,0.704,1.143
ENSMUSG00000095041,5751,1479,3840,1826,4416,971,6410,914,0,-1.28696284014231,0.0000935017996260964,5.62701226408919,0.00000942739071917848,118.217,84.573,76.410,100.763,31.842,36.569,20.104,19.704
ENSMUSG00000036188,675,232,532,200,809,221,966,176,0,-1.10926592088458,0.0000935599347873816,2.94186425748798,0.0000094375206813678,13.875,11.717,13.998,15.185,4.995,4.005,4.576,3.794
ENSMUSG00000021411,550,222,675,157,723,137,819,153,0,-1.33347972135135,0.0000936238140493582,2.73522885690239,0.00000944823562558421,11.306,14.866,12.510,12.874,4.780,3.144,2.836,3.298
ENSMUSG00000036155,3557,1488,3703,1720,4476,1327,7362,1199,0,-0.970817831017018,0.0000936733080367683,5.6567681271821,0.00000945750402323866,73.118,81.555,77.448,115.728,32.036,34.446,27.474,25.848
ENSMUSG00000043909,608,191,616,188,758,149,1502,147,0,-1.56683229707731,0.0000938299982117412,2.86789223690971,0.00000947760463710913,12.498,13.567,13.116,23.611,4.112,3.765,3.085,3.169
ENSMUSG00000019795,4426,4983,4208,5437,5540,5376,5246,5476,0,0.854859950062276,0.0000938864312573355,6.64810765032179,0.00000949187151175946,90.981,92.678,95.858,82.465,107.281,108.885,111.305,118.050
ENSMUSG00000033526,479,116,407,157,468,114,858,101,0,-1.42514467493764,0.0000938864312573355,2.32490941034953,0.00000948909702221991,9.846,8.964,8.098,13.487,2.497,3.144,2.360,2.177
ENSMUSG00000032109,523,124,366,85,448,96,831,117,0,-1.60868400493314,0.0000941669268621306,2.20534984659161,0.00000952866611882936,10.751,8.061,7.752,13.063,2.670,1.702,1.988,2.522
ENSMUSG00000050108,3,75,2,27,6,45,8,32,0,3.84981252217342,0.0000941669268621306,-1.84939611486401,0.00000952882174278962,0.062,0.044,0.104,0.126,1.615,0.541,0.932,0.690
ENSMUSG00000100975,999,1246,893,1675,1061,1421,750,1410,0,1.37237516870237,0.0000947843782835164,4.50486683311824,0.00000959562641594612,20.535,19.668,18.358,11.790,26.826,33.545,29.420,30.396
ENSMUSG00000035790,399,107,317,104,389,75,451,79,0,-1.36693106364492,0.0000953124540849608,1.89016055563556,0.00000965343528758671,8.202,6.982,6.731,7.090,2.304,2.083,1.553,1.703
ENSMUSG00000032333,859,931,659,1236,877,948,873,859,0,1.00061943760792,0.0000953466214015757,4.14631709521675,0.00000966124577457456,17.658,14.514,15.175,13.723,20.044,24.753,19.627,18.518
ENSMUSG00000041859,3014,998,2070,813,2338,608,4014,664,0,-1.15470509236542,0.0000957886240090603,4.84130167583513,0.0000097104029630974,61.956,45.590,40.454,63.099,21.486,16.282,12.588,14.314
ENSMUSG00000059772,495,112,398,135,587,108,554,132,0,-1.33085803101763,0.0000957886983322568,2.29371430824145,0.00000971478061921652,10.175,8.766,10.157,8.709,2.411,2.704,2.236,2.846
ENSMUSG00000049577,1160,269,1335,468,1998,276,3264,374,0,-1.69393125235289,0.0000963482021454185,3.94309576616306,0.00000978471180143718,23.845,29.402,34.571,51.309,5.791,9.373,5.714,8.063
ENSMUSG00000035151,543,723,436,731,698,835,867,794,0,1.02333735010788,0.0000963482021454185,3.7695614510358,0.00000978078005012746,11.162,9.603,12.077,13.629,15.566,14.640,17.288,17.117
ENSMUSG00000102852,0,3,0,11,0,5,0,5,0,4.2807173512953,0.0000963482021454185,-4.87656266074202,0.00000978189578933243,0.000,0.000,0.000,0.000,0.065,0.220,0.104,0.108
ENSMUSG00000024737,26077,34714,26550,45739,41914,45132,48166,45524,0,1.01836226670407,0.000096888872671677,9.56452882523518,0.00000984404030475043,536.038,584.741,725.235,757.152,747.370,916.002,934.412,981.391
ENSMUSG00000050697,2794,1113,2636,1318,3408,1156,4208,911,0,-0.808708767859581,0.000097147916888476,5.2272161380936,0.00000987479167970822,57.433,58.056,58.968,66.148,23.962,26.395,23.934,19.639
ENSMUSG00000043391,4017,1721,3415,1450,4978,1574,6982,1478,0,-0.879222344976787,0.0000977756949121387,5.73763587101066,0.00000994306418902126,82.573,75.212,86.134,109.754,37.052,29.039,32.588,31.862
ENSMUSG00000021483,2342,689,2124,1075,2768,732,2984,720,0,-0.961557685059351,0.0000979813727024592,4.80904500311701,0.00000997292041147801,48.142,46.779,47.894,46.907,14.834,21.529,15.155,15.522
ENSMUSG00000097004,11,0,9,0,12,0,44,0,0,-4.32044944188493,0.0000979813727024592,-4.17140028888546,0.00000997059406926561,0.226,0.198,0.208,0.692,0.000,0.000,0.000,0.000
ENSMUSG00000001700,720,1007,662,961,867,873,977,731,0,0.870030955506146,0.0000980133278858333,4.05838847758226,0.00000998064454770655,14.800,14.580,15.002,15.358,21.680,19.246,18.075,15.759
ENSMUSG00000102425,8,39,6,59,6,58,26,57,0,3.0831826383378,0.0000980622928706348,-1.1414456734021,0.00000999010447466251,0.164,0.132,0.104,0.409,0.840,1.182,1.201,1.229
ENSMUSG00000027087,23977,28814,23842,32970,26563,31310,38719,23525,0,0.776463348540041,0.0000985384589205959,9.13074783155338,0.0000100431095044761,492.871,525.099,459.618,608.649,620.347,660.281,648.242,507.144
ENSMUSG00000054160,0,28,2,12,0,10,1,29,0,4.92231053391806,0.000098668240705551,-3.5754605162046,0.0000100608384496057,0.000,0.044,0.000,0.016,0.603,0.240,0.207,0.625
ENSMUSG00000033257,740,209,558,231,659,163,1184,140,0,-1.33272393136765,0.0000987012127778359,2.87800341120215,0.0000100687034888107,15.211,12.289,11.403,18.612,4.500,4.626,3.375,3.018
ENSMUSG00000045045,758,157,599,166,619,135,697,161,0,-1.377909180099,0.0000987058642837518,2.66868444658742,0.0000100736812082099,15.581,13.192,10.711,10.957,3.380,3.324,2.795,3.471
ENSMUSG00000032370,2739,988,2953,1163,3576,1086,3527,898,0,-0.910127201836106,0.0000988314955908344,5.16307353513767,0.0000100910117766453,56.303,65.037,61.875,55.443,21.271,23.291,22.485,19.359
ENSMUSG00000020329,1015,343,845,411,1091,301,1667,320,0,-0.999160653377924,0.0000991369766669743,3.61425389702526,0.0000101267252501189,20.864,18.610,18.877,26.205,7.385,8.231,6.232,6.898
ENSMUSG00000032803,7485,8292,7649,10986,9825,10775,11622,9788,0,0.852212129987369,0.0000992130214242807,7.54613426524179,0.0000101390194803772,153.862,168.463,170.001,182.694,178.521,220.014,223.085,211.006
ENSMUSG00000049739,1146,249,1150,462,1239,296,2516,285,0,-1.46988120663956,0.0000998078120132035,3.72837134196412,0.0000102089107410741,23.557,25.328,21.438,39.551,5.361,9.252,6.128,6.144
ENSMUSG00000054675,467,137,310,78,429,58,614,75,0,-1.70131745485097,0.0000998078120132035,1.92518151867417,0.0000102081101342876,9.600,6.827,7.423,9.652,2.950,1.562,1.201,1.617
ENSMUSG00000036622,12631,3830,13381,6364,16881,4549,24274,4885,0,-1.03672533245324,0.0000999946123335509,7.45320623366169,0.0000102325797465283,259.643,294.705,292.091,381.578,82.457,127.450,94.182,105.309
ENSMUSG00000052949,998,314,894,320,946,219,2010,224,0,-1.39442443425192,0.0000999971789741643,3.44697721530614,0.0000102374045174517,20.515,19.690,16.369,31.596,6.760,6.409,4.534,4.829
ENSMUSG00000058503,1078,1270,1045,1386,1247,1426,1495,1121,0,0.820905755017367,0.000100343184998787,4.62895414994118,0.0000102774054620319,22.159,23.015,21.577,23.501,27.342,27.757,29.524,24.166
ENSMUSG00000027115,211,32,131,28,208,11,373,22,0,-2.59037010478376,0.000100770616158415,0.452586540862584,0.0000103257814631963,4.337,2.885,3.599,5.863,0.689,0.561,0.228,0.474
ENSMUSG00000022095,1223,403,1042,531,1371,411,1945,409,0,-0.928102890115706,0.000100926796687333,3.93007897897234,0.0000103463895322066,25.140,22.949,23.722,30.575,8.676,10.634,8.509,8.817
ENSMUSG00000035969,3416,776,3250,1297,3642,888,6962,1212,0,-1.29529844025729,0.00010105213986986,5.33999110608173,0.0000103668763620016,70.219,71.578,63.017,109.440,16.707,25.975,18.385,26.128
ENSMUSG00000032267,743,150,711,298,869,230,1101,190,0,-1.28598575495364,0.00010105213986986,3.06217505002602,0.0000103684594446515,15.273,15.659,15.036,17.307,3.229,5.968,4.762,4.096
ENSMUSG00000020375,2171,748,2076,1065,2808,832,3690,799,0,-0.902566119334971,0.000101278634168526,4.88709396553119,0.0000103963194889905,44.627,45.722,48.587,58.005,16.104,21.328,17.226,17.225
ENSMUSG00000021754,1892,759,1677,667,1847,662,2545,609,0,-0.83274815740166,0.000101414241746774,4.50947180874597,0.0000104154072427896,38.892,36.934,31.958,40.006,16.341,13.358,13.706,13.129
ENSMUSG00000052446,249,368,222,366,273,334,372,300,0,1.02704742527146,0.000101414241746774,2.59938044332366,0.0000104198538651252,5.118,4.889,4.724,5.848,7.923,7.330,6.915,6.467
ENSMUSG00000028780,56,119,36,160,22,110,53,84,0,2.27922564126546,0.000101414241746774,0.424640061684666,0.0000104241200171304,1.151,0.793,0.381,0.833,2.562,3.204,2.277,1.811
ENSMUSG00000043059,1432,1589,1454,2653,1738,2149,2171,2052,0,1.02438784130998,0.000101692596570119,5.20717990359985,0.0000104577697222929,29.436,32.023,30.072,34.127,34.210,53.131,44.493,44.236
ENSMUSG00000104340,2,11,0,10,0,18,0,37,0,5.20733690391297,0.000101692596570119,-3.82327523393467,0.0000104666498408772,0.041,0.000,0.000,0.000,0.237,0.200,0.373,0.798
ENSMUSG00000097566,0,6,0,17,0,14,2,7,0,4.5244444181263,0.000101692596570119,-4.16821987257698,0.0000104649586571002,0.000,0.000,0.000,0.031,0.129,0.340,0.290,0.151
ENSMUSG00000000148,528,131,505,185,700,148,1116,171,0,-1.40127939178257,0.000102426072076739,2.69407907138754,0.000010546815305315,10.854,11.122,12.112,17.543,2.820,3.705,3.064,3.686
ENSMUSG00000072244,38,93,48,118,34,105,56,77,0,1.88986698949545,0.00010253471156145,0.370747837939667,0.0000105626798077355,0.781,1.057,0.588,0.880,2.002,2.363,2.174,1.660
ENSMUSG00000026623,2915,1022,2831,1367,3273,1188,4671,896,0,-0.886775583372211,0.000102654159608955,5.25239770538719,0.0000105843515085651,59.921,62.350,56.632,73.426,22.003,27.377,24.596,19.316
ENSMUSG00000028233,1254,1549,1162,2503,1322,1960,2346,1742,0,1.09621238558912,0.000102654159608955,5.04628046924232,0.000010580992371456,25.777,25.592,22.874,36.878,33.349,50.127,40.580,37.553
ENSMUSG00000031530,1649,274,2184,495,2299,412,6174,389,0,-2.09473667011841,0.000102952667585403,4.32812044333347,0.0000106198266987817,33.897,48.101,39.779,97.053,5.899,9.913,8.530,8.386
ENSMUSG00000021488,2225,758,1933,964,2415,810,4039,690,0,-0.958694263567891,0.000103626893553909,4.82093842049204,0.0000106941025237895,45.737,42.573,41.787,63.492,16.319,19.306,16.770,14.875
ENSMUSG00000049800,1418,1813,1326,2896,1590,2185,2591,1778,0,1.05946580957016,0.00010366960461724,5.22137040382394,0.0000107032398945579,29.148,29.204,27.512,40.730,39.033,57.997,45.238,38.330
ENSMUSG00000025525,765,957,701,954,857,1155,753,1148,0,1.17470717868049,0.000103767062253987,4.15191247156427,0.0000107180359023234,15.725,15.439,14.829,11.837,20.604,19.105,23.913,24.748
ENSMUSG00000028327,461,108,473,167,576,143,989,114,0,-1.47519266523824,0.000104003225703105,2.46881724738129,0.0000107471739685903,9.476,10.417,9.966,15.547,2.325,3.344,2.961,2.458
ENSMUSG00000020124,3125,3469,3120,4767,3911,4353,5159,3997,0,0.849728579699741,0.000104043407627922,6.28175559753391,0.000010761022174082,64.237,68.715,67.672,81.098,74.685,95.467,90.124,86.166
ENSMUSG00000025417,3532,1281,3574,1745,3862,1264,5146,1225,0,-0.828838675608186,0.000104043407627922,5.52862022564246,0.0000107703130575188,72.604,78.714,66.824,80.893,27.579,34.947,26.170,26.408
ENSMUSG00000005583,2415,1008,2603,1088,2954,859,4616,609,0,-1.08906751704841,0.000104043407627922,5.01103759790997,0.0000107666274406125,49.643,57.329,51.113,72.562,21.702,21.789,17.785,13.129
ENSMUSG00000074628,3,42,0,46,2,25,5,16,0,4.47562424538831,0.000104043407627922,-2.62602469464593,0.0000107657629725313,0.062,0.000,0.035,0.079,0.904,0.921,0.518,0.345
ENSMUSG00000024019,125,190,87,214,133,204,121,154,0,1.44222138972439,0.000104058906824524,1.55148534819876,0.0000107766649250272,2.569,1.916,2.301,1.902,4.091,4.286,4.224,3.320
ENSMUSG00000021384,2212,646,1965,655,3121,694,2385,662,0,-1.12950572875926,0.000104786258602748,4.64031584584357,0.0000108567723567152,45.470,43.277,54.002,37.491,13.908,13.118,14.369,14.271
ENSMUSG00000011148,6527,2547,6065,3236,7809,2326,8736,2274,0,-0.772871909494964,0.000104926182373318,6.41383286076913,0.0000108798523810089,134.169,133.576,135.119,137.327,54.835,64.806,48.157,49.022
ENSMUSG00000044026,240,49,162,52,224,34,351,37,0,-1.75389585191576,0.000104926182373318,0.992600673649245,0.000010880843676014,4.933,3.568,3.876,5.518,1.055,1.041,0.704,0.798
ENSMUSG00000018474,4111,1050,4257,1723,4240,1313,9046,1182,0,-1.26310218444736,0.000105238677437702,5.66836652491521,0.0000109180506635036,84.506,93.757,73.364,142.200,22.606,34.506,27.184,25.481
ENSMUSG00000041264,1342,580,1210,553,1667,506,2063,463,0,-0.840501355026215,0.000105313169552901,4.15232460696239,0.000010930583545456,27.586,26.649,28.844,32.430,12.487,11.075,10.476,9.981
ENSMUSG00000022436,2647,733,2060,710,2830,572,2272,445,0,-1.28723227568758,0.000105337720492444,4.58569695033254,0.0000109379374898856,54.412,45.370,48.967,35.715,15.781,14.219,11.843,9.593
ENSMUSG00000008035,2515,3435,2102,3379,2527,2410,2366,2595,0,1.01958531743103,0.00010573455061915,5.70376058688467,0.0000109839669583377,51.698,46.295,43.724,37.193,73.953,67.670,49.897,55.942
ENSMUSG00000050947,307,66,326,98,304,53,415,42,0,-1.69739878955065,0.000106087118758661,1.5162869553276,0.000011025432571387,6.311,7.180,5.260,6.524,1.421,1.963,1.097,0.905
ENSMUSG00000092277,47,80,33,124,44,119,27,122,0,2.31377686155379,0.000106373951668707,0.344897512390054,0.0000110600956180931,0.966,0.727,0.761,0.424,1.722,2.483,2.464,2.630
ENSMUSG00000017670,2571,759,2177,1177,2872,879,4338,818,0,-0.977810675577212,0.00010637626685171,4.99417971310257,0.0000110651894895707,52.849,47.947,49.694,68.192,16.341,23.571,18.199,17.634
ENSMUSG00000024589,1360,1796,1214,3057,1561,2144,2544,1795,0,1.13107492816367,0.000106406470904816,5.19767193578438,0.0000110731858266292,27.956,26.737,27.010,39.991,38.667,61.222,44.389,38.696
ENSMUSG00000039308,2262,2583,2047,3951,2411,2782,3770,2712,0,0.930154327744343,0.000106461210046351,5.76602411210757,0.0000110837392821649,46.498,45.083,41.717,59.263,55.610,79.126,57.598,58.464
