gene_id,C_t1_1,LPS_t1_1,C_t1_2,LPS_t1_2,C_t1_3,LPS_t1_3,C_t1_4,LPS_t1_4,control,lps,FDR,AveExpr,P value,C_t1_1 CPM,C_t1_2 CPM,C_t1_3 CPM,C_t1_4 CPM,LPS_t1_1 CPM,LPS_t1_2 CPM,LPS_t1_3 CPM,LPS_t1_4 CPM
ENSMUSG00000087556,18,17,14,2,21,8,24,0,0,-1.67170803990656,0.116170308126781,-2.57689981108361,0.0524433230947809,0.370,0.308,0.363,0.377,0.366,0.040,0.166,0.000
ENSMUSG00000021211,419,381,423,322,492,343,410,328,0,0.390713845475092,0.11621509050264,2.93678656635672,0.0524688414441409,8.613,9.316,8.513,6.445,8.203,6.449,7.101,7.071
ENSMUSG00000018507,7000,4866,5880,5539,7353,4853,7389,4627,0,0.244268913012433,0.116253497189745,6.85414953827486,0.0524914850899632,143.892,129.502,127.228,116.152,104.762,110.928,100.476,99.747
ENSMUSG00000083670,17,0,12,15,24,5,23,4,0,-1.6326563138298,0.116302843569542,-2.59203632104329,0.0525190722957859,0.349,0.264,0.415,0.362,0.000,0.300,0.104,0.086
ENSMUSG00000103505,0,2,2,3,0,0,1,4,0,1.82000377162985,0.116608200789734,-5.1320228484162,0.0526622829334174,0.000,0.044,0.000,0.016,0.043,0.060,0.000,0.086
ENSMUSG00000060962,25,23,34,21,21,26,20,42,0,0.88993418985599,0.116608240991107,-0.94741873077186,0.0526676210507759,0.514,0.749,0.363,0.314,0.495,0.421,0.538,0.905
ENSMUSG00000069743,27,8,9,13,32,4,37,3,0,-1.17336484503683,0.116621931157046,-2.02027217548988,0.0526791249776866,0.555,0.198,0.554,0.582,0.172,0.260,0.083,0.065
ENSMUSG00000110057,42,45,57,57,64,52,43,39,0,0.67044835660773,0.11677992478951,-0.022739838248126,0.0527558198487946,0.863,1.255,1.107,0.676,0.969,1.142,1.077,0.841
ENSMUSG00000015812,29,19,19,2,18,5,29,5,0,-1.21604794864319,0.117061442194951,-2.05949327088578,0.0528883371529998,0.596,0.418,0.311,0.456,0.409,0.040,0.104,0.108
ENSMUSG00000057278,2553,2350,2083,1635,2737,1793,1565,1818,0,0.508907981873924,0.117154842678016,5.32789832741173,0.0529358803724198,52.479,45.876,47.358,24.601,50.594,32.744,37.122,39.192
ENSMUSG00000083483,15,16,4,16,12,7,2,6,0,1.45398416786395,0.117184012935754,-2.55953215654595,0.0529544070499859,0.308,0.088,0.208,0.031,0.344,0.320,0.145,0.129
ENSMUSG00000115067,26,7,11,5,18,9,30,3,0,-1.04553743043871,0.117227921247158,-2.18112545472079,0.0529795970561771,0.534,0.242,0.311,0.472,0.151,0.100,0.186,0.065
ENSMUSG00000048967,34,47,18,39,45,22,26,23,0,0.831507529658514,0.117329526958216,-0.723563772455123,0.053030869272095,0.699,0.396,0.779,0.409,1.012,0.781,0.455,0.496
ENSMUSG00000113361,68,12,46,9,72,9,18,8,0,-1.39053607553868,0.117451972448975,-1.25106924921259,0.0530915709213216,1.398,1.013,1.246,0.283,0.258,0.180,0.186,0.172
ENSMUSG00000090266,742,777,712,552,1051,641,671,612,0,0.441112135089983,0.117485402401188,3.80957371884223,0.0531120421731545,15.253,15.681,18.185,10.548,16.728,11.055,13.271,13.193
ENSMUSG00000085391,1,1,0,3,0,2,1,0,0,1.6026107719046,0.117513111267804,-5.42226386027712,0.0531299298628558,0.021,0.000,0.000,0.016,0.022,0.060,0.041,0.000
ENSMUSG00000033760,394,227,303,148,383,179,407,123,0,-0.435016615679954,0.117645253793491,2.29264261660746,0.0531950413042242,8.099,6.673,6.627,6.398,4.887,2.964,3.706,2.652
ENSMUSG00000027163,2291,1320,2219,918,3238,1135,2254,1195,0,-0.407627020411597,0.117739319161151,5.04975386105652,0.0532429459156589,47.094,48.872,56.027,35.432,28.419,18.385,23.499,25.761
ENSMUSG00000101581,19,6,6,5,10,2,23,1,0,-1.27295386193461,0.117848085932354,-2.90784640718484,0.053302328647487,0.391,0.132,0.173,0.362,0.129,0.100,0.041,0.022
ENSMUSG00000051998,0,2,0,3,4,1,1,1,0,1.59360281839405,0.117848085932354,-5.02602323509683,0.0533028844351185,0.000,0.000,0.069,0.016,0.043,0.060,0.021,0.022
ENSMUSG00000085279,0,3,0,3,1,0,3,4,0,1.79422003980959,0.118032084239965,-5.01066614162364,0.0533914920954084,0.000,0.000,0.017,0.047,0.065,0.060,0.000,0.086
ENSMUSG00000026938,721,496,690,664,998,647,825,784,0,0.393451236234613,0.11810491461153,3.82536951576596,0.0534298249595298,14.821,15.197,17.268,12.969,10.679,13.298,13.395,16.901
ENSMUSG00000054364,23208,11766,22235,14171,30892,16302,29300,9898,0,-0.314996048927323,0.118174637262759,8.50164630445455,0.0534667584166605,477.063,489.707,534.522,460.585,253.314,283.799,337.516,213.378
ENSMUSG00000082630,22,11,18,10,17,6,49,3,0,-1.0595780604871,0.118289807015631,-1.92233266041346,0.0535319453604546,0.452,0.396,0.294,0.770,0.237,0.200,0.124,0.065
ENSMUSG00000105745,1,1,1,1,0,2,2,4,0,1.49873734154723,0.118289807015631,-4.88858127590296,0.0535350556866217,0.021,0.022,0.000,0.031,0.022,0.020,0.041,0.086
ENSMUSG00000026573,1,1,1,1,0,2,2,4,0,1.49873734154723,0.118289807015631,-4.88858127590296,0.0535350556866217,0.021,0.022,0.000,0.031,0.022,0.020,0.041,0.086
ENSMUSG00000031842,4,3,4,7,2,3,3,8,0,1.26335312068923,0.118382148102197,-3.52301063756521,0.0535822478818329,0.082,0.088,0.035,0.047,0.065,0.140,0.062,0.172
ENSMUSG00000029607,8,3,2,1,4,1,21,0,0,-1.6003161371241,0.118410878081705,-4.03492759819292,0.0536006538768501,0.164,0.044,0.069,0.330,0.065,0.020,0.021,0.000
ENSMUSG00000068394,428,234,328,277,363,141,743,152,0,-0.480276130673694,0.118454793535952,2.53396647351456,0.0536313413500064,8.798,7.224,6.281,11.680,5.038,5.547,2.919,3.277
ENSMUSG00000094845,10,6,11,4,4,0,13,0,0,-1.74926979704399,0.118454793535952,-3.69390309991255,0.0536287056145896,0.206,0.242,0.069,0.204,0.129,0.080,0.000,0.000
ENSMUSG00000086240,136,157,103,81,120,88,74,94,0,0.705191836401434,0.118567893078387,1.04172558758855,0.0536879574252016,2.796,2.268,2.076,1.163,3.380,1.622,1.822,2.026
ENSMUSG00000107951,13,17,14,20,15,20,23,12,0,0.803929113767044,0.118786910453803,-1.58154806575174,0.0537925486182966,0.267,0.308,0.260,0.362,0.366,0.401,0.414,0.259
ENSMUSG00000025323,160,143,112,201,199,178,332,135,0,0.488008075480804,0.118813035263005,1.78460712552644,0.0538097997653108,3.289,2.467,3.443,5.219,3.079,4.025,3.685,2.910
ENSMUSG00000013150,169,133,112,121,152,87,106,143,0,0.597777282859734,0.118870908217481,1.31820534743818,0.0538414333127951,3.474,2.467,2.630,1.666,2.863,2.423,1.801,3.083
ENSMUSG00000078485,2239,1727,1677,3786,2050,1848,4241,1500,0,0.499235753573381,0.119042312201608,5.45942270199573,0.0539245001072024,46.025,36.934,35.471,66.667,37.181,75.821,38.261,32.336
ENSMUSG00000117121,5,3,3,0,5,1,5,0,0,-1.48120518962691,0.119174181898654,-4.46053927507214,0.0539896722593929,0.103,0.066,0.087,0.079,0.065,0.000,0.021,0.000
ENSMUSG00000022820,2315,1970,1828,1383,2439,1827,1519,1603,0,0.4795953829421,0.119483111704103,5.17926744639966,0.0541350783490782,47.587,40.260,42.202,23.878,42.413,27.697,37.826,34.557
ENSMUSG00000051650,142,92,204,538,205,285,379,286,0,0.906462828664659,0.119530466184475,2.21792083236824,0.0541619868672936,2.919,4.493,3.547,5.958,1.981,10.774,5.901,6.165
ENSMUSG00000054191,6,0,4,3,7,3,7,0,0,-1.54840220374419,0.119636169910698,-4.12042820580121,0.0542153417456526,0.123,0.088,0.121,0.110,0.000,0.060,0.062,0.000
ENSMUSG00000003271,59,23,63,18,43,23,58,14,0,-0.757919093387427,0.11966469319925,-0.611107333962666,0.0542337270058555,1.213,1.388,0.744,0.912,0.495,0.360,0.476,0.302
ENSMUSG00000108434,0,0,0,3,1,7,0,0,0,2.0026138046028,0.119667735445691,-5.62038417286726,0.0542405653384252,0.000,0.000,0.017,0.000,0.000,0.060,0.145,0.000
ENSMUSG00000029569,2813,2074,2818,2633,3221,2467,4244,2155,0,0.238778743609036,0.119717966871016,5.76067892256628,0.0542687950559064,57.824,62.064,55.733,66.714,44.652,52.730,51.077,46.457
ENSMUSG00000097407,5,5,1,1,0,4,1,2,0,1.70108263821173,0.119795709957722,-4.5120846956947,0.0543095017952407,0.103,0.022,0.000,0.016,0.108,0.020,0.083,0.043
ENSMUSG00000030304,1747,1334,1548,1447,2075,1468,2507,1305,0,0.23057386943741,0.120020151643273,5.02108421554644,0.0544167282736823,35.911,34.093,35.904,39.409,28.720,28.979,30.393,28.133
ENSMUSG00000085880,0,0,0,2,2,2,0,1,0,1.69330075207997,0.120021277605487,-5.58894182699277,0.0544281901272204,0.000,0.000,0.035,0.000,0.000,0.040,0.041,0.022
ENSMUSG00000040405,0,6,0,0,0,0,1,3,0,1.93512460332774,0.120021277605487,-5.64619053255069,0.0544232715765245,0.000,0.000,0.000,0.016,0.129,0.000,0.000,0.065
ENSMUSG00000023942,4805,2476,3978,2510,4411,2282,5823,2508,0,-0.232375436669087,0.12005393242962,6.06972211802713,0.0544484758557806,98.772,87.612,76.323,91.535,53.307,50.267,47.247,54.067
ENSMUSG00000049044,27,64,12,23,4,13,22,10,0,1.39989149280858,0.120107920888741,-1.55778329602636,0.0544784410546037,0.555,0.264,0.069,0.346,1.378,0.461,0.269,0.216
ENSMUSG00000042293,412,465,379,292,598,372,345,347,0,0.516317403603534,0.120108160205707,2.96107128444312,0.0544840292406291,8.469,8.347,10.347,5.423,10.011,5.848,7.702,7.481
ENSMUSG00000051457,725,367,572,450,737,313,1275,407,0,-0.34852081699934,0.120109618089442,3.44312379074031,0.0544901702760807,14.903,12.598,12.752,20.043,7.901,9.012,6.480,8.774
ENSMUSG00000090084,12,15,5,11,5,5,13,17,0,1.13967769483022,0.120357696547438,-2.3597751962608,0.0546082071337321,0.247,0.110,0.087,0.204,0.323,0.220,0.104,0.366
ENSMUSG00000115869,0,6,3,3,1,2,7,4,0,1.62235638568285,0.120509783780552,-4.12042820580121,0.0546827094977585,0.000,0.066,0.017,0.110,0.129,0.060,0.041,0.086
ENSMUSG00000021583,2334,1903,1966,2085,2545,1917,4189,1839,0,0.258301323569328,0.120541362173524,5.48563149086743,0.0547048062215491,47.978,43.299,44.036,65.850,40.970,41.756,39.690,39.645
ENSMUSG00000025170,14,0,9,0,6,2,5,6,0,-1.79846964147274,0.120541362173524,-3.87176671786842,0.0547080373603821,0.288,0.198,0.104,0.079,0.000,0.000,0.041,0.129
ENSMUSG00000027637,2586,1667,2639,2663,3588,2523,3205,2753,0,0.377652413914167,0.120570927643405,5.71336147504803,0.0547269564817847,53.158,58.122,62.083,50.381,35.889,53.331,52.236,59.348
ENSMUSG00000097494,5,3,12,4,14,4,15,0,0,-1.47366271965787,0.120636587501128,-3.27495142030708,0.0547622631340948,0.103,0.264,0.242,0.236,0.065,0.080,0.083,0.000
ENSMUSG00000046747,11,7,9,2,11,3,14,1,0,-1.16269100538631,0.120655419630888,-3.06101410842069,0.0547763164718723,0.226,0.198,0.190,0.220,0.151,0.040,0.062,0.022
ENSMUSG00000107715,0,0,0,1,1,2,1,4,0,1.67368009550323,0.120698387189652,-5.37694260035403,0.0548013298650221,0.000,0.000,0.017,0.016,0.000,0.020,0.041,0.086
ENSMUSG00000040618,2191,1105,1614,838,1725,733,1776,749,0,-0.380017153714187,0.120848864229914,4.61631276582273,0.0548751651845584,45.038,35.547,29.848,27.918,23.790,16.782,15.176,16.147
ENSMUSG00000039183,2647,1349,2718,1804,4006,1474,3799,1802,0,-0.307178037410688,0.120926191189715,5.49172945558705,0.0549264344922899,54.412,59.862,69.316,59.719,29.043,36.128,30.518,38.847
ENSMUSG00000053091,245,168,217,131,326,126,394,117,0,-0.389864393525445,0.120926191189715,1.96400304587735,0.0549268287551804,5.036,4.779,5.641,6.194,3.617,2.624,2.609,2.522
ENSMUSG00000098181,0,2,1,0,1,11,0,1,0,2.03179376965808,0.120926191189715,-5.20773798102719,0.0549267285066614,0.000,0.022,0.017,0.000,0.043,0.000,0.228,0.022
ENSMUSG00000073144,37,18,15,31,24,25,26,33,0,0.818329698867301,0.121114409691609,-0.976423535025758,0.05501784649388,0.761,0.330,0.415,0.409,0.388,0.621,0.518,0.711
ENSMUSG00000024354,2,0,5,1,11,3,11,1,0,-1.53127440396594,0.121215569563528,-4.05706473152335,0.0550693298833712,0.041,0.110,0.190,0.173,0.000,0.020,0.062,0.022
ENSMUSG00000028729,3486,3133,3088,2492,4447,2774,3804,2615,0,0.294281438871987,0.121324314741223,5.97475790336965,0.0551242689222977,71.658,68.011,76.946,59.797,67.451,49.907,57.433,56.373
ENSMUSG00000071052,20,28,16,18,31,25,5,14,0,1.23816368738717,0.121346507742838,-1.48135925228986,0.0551398885495991,0.411,0.352,0.536,0.079,0.603,0.360,0.518,0.302
ENSMUSG00000107504,5,2,2,2,7,0,6,0,0,-1.47287233822123,0.121371279056322,-4.40371689803455,0.0551566819051974,0.103,0.044,0.121,0.094,0.043,0.040,0.000,0.000
ENSMUSG00000074340,16,7,18,5,7,2,14,0,0,-1.56652619030245,0.121668655549804,-3.06941400205859,0.0552973742683129,0.329,0.396,0.121,0.220,0.151,0.100,0.041,0.000
ENSMUSG00000009731,23,5,0,7,0,6,8,11,0,2.17061385060596,0.121841810419998,-3.50373822749418,0.0553816304217547,0.473,0.000,0.000,0.126,0.108,0.140,0.124,0.237
ENSMUSG00000027601,1590,945,1264,766,1806,734,1655,655,0,-0.307990070251878,0.121861092869293,4.44168921151168,0.0553959546215447,32.684,27.839,31.249,26.016,20.345,15.340,15.197,14.120
ENSMUSG00000092607,1106,852,971,843,1283,823,1196,828,0,0.2812341836456,0.121877742129179,4.26997897391523,0.0554090834580624,22.735,21.385,22.200,18.801,18.343,16.883,17.039,17.850
ENSMUSG00000037337,573,292,442,281,520,269,866,293,0,-0.329873796248538,0.12197700076679,3.00929428681675,0.055459774152189,11.779,9.735,8.998,13.613,6.287,5.628,5.569,6.316
ENSMUSG00000109179,80,17,43,35,50,22,92,21,0,-0.732130209665425,0.122029100029474,-0.387710012076561,0.0554890296087305,1.644,0.947,0.865,1.446,0.366,0.701,0.455,0.453
ENSMUSG00000086637,31,4,23,12,29,11,19,3,0,-1.12419273647102,0.122047418260025,-1.92720866107401,0.0555029273788007,0.637,0.507,0.502,0.299,0.086,0.240,0.228,0.065
ENSMUSG00000054728,23,36,37,39,27,20,48,45,0,0.763814054909887,0.12209506500011,-0.59233116894577,0.0555301657459783,0.473,0.815,0.467,0.755,0.775,0.781,0.414,0.970
ENSMUSG00000044148,2118,1329,1990,1205,2336,1117,2614,997,0,-0.24549438094131,0.122100950767376,4.99852874868526,0.055538413210034,43.538,43.828,40.420,41.091,28.613,24.132,23.126,21.493
ENSMUSG00000032985,2,1,0,2,0,0,0,2,0,1.70324033938787,0.122117722871339,-5.58894182699277,0.0555516134289943,0.041,0.000,0.000,0.000,0.022,0.040,0.000,0.043
ENSMUSG00000091575,15,2,15,17,16,8,33,0,0,-1.6601735279092,0.122169798332849,-2.58809143970659,0.0555817646836895,0.308,0.330,0.277,0.519,0.043,0.340,0.166,0.000
ENSMUSG00000106087,9,0,3,5,2,0,7,0,0,-1.73480681106703,0.122169798332849,-4.56484358208637,0.0555864500558193,0.185,0.066,0.035,0.110,0.000,0.100,0.000,0.000
ENSMUSG00000009828,161,128,144,214,202,173,349,196,0,0.481566011053823,0.122180153659879,1.89582464006837,0.05559673582753,3.310,3.171,3.495,5.486,2.756,4.286,3.582,4.225
ENSMUSG00000062432,0,7,0,21,7,5,2,0,0,2.35913480046044,0.122217909387226,-4.2801094677352,0.0556194920451469,0.000,0.000,0.121,0.031,0.151,0.421,0.104,0.000
ENSMUSG00000042211,2211,1693,1968,2083,2497,1801,3484,1574,0,0.232429673689251,0.122278915316031,5.37883258246262,0.0556528335778422,45.449,43.343,43.205,54.767,36.449,41.716,37.288,33.932
ENSMUSG00000025809,33995,23566,30882,30631,35103,25497,48545,24269,0,0.213376974352,0.122384452265464,9.2504696418216,0.0557064501232966,698.801,680.149,607.385,763.110,507.361,613.438,527.890,523.183
ENSMUSG00000111172,2,8,1,0,0,6,1,3,0,1.98673816206314,0.12244862558215,-4.64689635294333,0.0557412466836396,0.041,0.022,0.000,0.016,0.172,0.000,0.124,0.065
ENSMUSG00000030218,1199,1499,593,565,486,403,550,674,0,0.81576411866271,0.122628251310003,3.74471044075501,0.0558286107861911,24.647,13.060,8.409,8.646,32.273,11.315,8.344,14.530
ENSMUSG00000033319,2474,1859,2447,2649,2905,2267,4634,2254,0,0.287125561756151,0.122645413281305,5.68352298358135,0.0558420194601681,50.856,53.893,50.265,72.845,40.023,53.051,46.936,48.591
ENSMUSG00000069307,0,0,0,3,0,1,2,1,0,1.61648688710565,0.122693925628275,-5.62038417286726,0.0558697053558926,0.000,0.000,0.000,0.031,0.000,0.060,0.021,0.022
ENSMUSG00000089857,10,2,15,14,19,6,46,2,0,-1.31829510091283,0.12271925718055,-2.36111621689326,0.0558868390517928,0.206,0.330,0.329,0.723,0.043,0.280,0.124,0.043
ENSMUSG00000036225,64,36,55,33,81,29,163,32,0,-0.663665468028305,0.122786960342044,0.0507701639881551,0.0559288750424273,1.316,1.211,1.402,2.562,0.775,0.661,0.600,0.690
ENSMUSG00000097773,10,1,4,6,10,2,10,0,0,-1.4710477507427,0.122786960342044,-3.66350922722465,0.0559258309811401,0.206,0.088,0.173,0.157,0.022,0.120,0.041,0.000
ENSMUSG00000019470,2698,1367,2235,1707,2997,1449,3552,1393,0,-0.228040127044587,0.122917819230386,5.33837965745553,0.0559940884627677,55.460,49.224,51.857,55.836,29.431,34.186,30.000,30.030
ENSMUSG00000022514,1168,848,1213,1390,971,977,2188,1113,0,0.402839322972868,0.122924035951326,4.55211418483811,0.0560025285373393,24.009,26.715,16.801,34.395,18.257,27.837,20.228,23.994
ENSMUSG00000084850,1,0,3,0,2,0,1,0,0,-1.34332228620085,0.122933765232749,-5.62038417286726,0.0560125696144655,0.021,0.066,0.035,0.016,0.000,0.000,0.000,0.000
ENSMUSG00000021711,2064,1224,1991,1279,2703,1212,2998,1265,0,-0.235565804050796,0.122969812552805,5.09852190992984,0.0560346041232452,42.428,43.850,46.770,47.127,26.352,25.614,25.093,27.270
ENSMUSG00000109214,19,10,14,12,11,1,24,0,0,-1.67863664573505,0.123029865589874,-2.79493628423609,0.056067581886822,0.391,0.308,0.190,0.377,0.215,0.240,0.021,0.000
ENSMUSG00000032202,130,51,76,58,91,19,168,49,0,-0.720824560855608,0.123033051761095,0.425867642888944,0.056075825028342,2.672,1.674,1.575,2.641,1.098,1.162,0.393,1.056
ENSMUSG00000079286,1,0,3,1,2,0,4,0,0,-1.36114226096452,0.123033051761095,-5.22414354768697,0.0560802600549798,0.021,0.066,0.035,0.063,0.000,0.020,0.000,0.000
ENSMUSG00000085795,2325,1872,1909,2164,2251,1493,3424,1579,0,0.253750935514932,0.123048914780415,5.3523341584657,0.056093104452115,47.793,42.044,38.949,53.824,40.303,43.338,30.911,34.040
ENSMUSG00000001948,58,61,41,31,50,42,47,74,0,0.743248857920113,0.12313007953846,-0.0300570342341591,0.0561357217404003,1.192,0.903,0.865,0.739,1.313,0.621,0.870,1.595
ENSMUSG00000041126,2946,2637,2149,1728,2892,2033,1881,1851,0,0.470549317332138,0.123232226934553,5.45906846736879,0.0561879134989698,60.558,47.330,50.040,29.569,56.773,34.606,42.091,39.903
ENSMUSG00000031774,2570,1884,2303,2140,3147,1951,3173,2011,0,0.239344571296018,0.123243322356875,5.54189194223052,0.0561985951438008,52.829,50.722,54.452,49.878,40.561,42.857,40.393,43.352
ENSMUSG00000098713,2,15,3,5,8,6,10,6,0,1.23980460912732,0.123244862676629,-2.97983884438062,0.056204920266234,0.041,0.066,0.138,0.157,0.323,0.100,0.124,0.129
ENSMUSG00000007815,20077,13668,18996,18163,23227,16498,28424,16117,0,0.230873808380046,0.123342867181972,8.552069971141,0.0562608689303962,412.703,418.370,401.895,446.815,294.263,363.745,341.574,347.445
ENSMUSG00000114689,3,15,0,5,7,3,3,2,0,1.70869182571698,0.123342867181972,-3.77472125195406,0.0562595907845018,0.062,0.000,0.121,0.047,0.323,0.100,0.062,0.043
ENSMUSG00000020516,1364,738,1174,846,1618,831,2048,719,0,-0.246312105719965,0.123400929876357,4.43184297529231,0.0562986130190048,28.038,25.856,27.996,32.194,15.889,16.943,17.205,15.500
ENSMUSG00000111496,19,8,26,16,27,8,32,2,0,-1.07498906460112,0.123400929876357,-1.86299791307504,0.0562960830431576,0.391,0.573,0.467,0.503,0.172,0.320,0.166,0.043
ENSMUSG00000079323,0,0,2,0,6,0,5,0,0,-1.67510259333306,0.12349272322454,-5.47256024620745,0.0563461255061193,0.000,0.044,0.104,0.079,0.000,0.000,0.000,0.000
ENSMUSG00000022106,10947,6216,12496,7987,15234,6769,14402,5763,0,-0.273046806274056,0.123658162497885,7.53216665404934,0.0564272522151489,225.026,275.214,263.593,226.394,133.826,159.953,140.145,124.237
ENSMUSG00000039518,4,1,1,0,3,0,9,1,0,-1.47403199851997,0.123930689036409,-4.7852733077773,0.0565572645846618,0.082,0.022,0.052,0.141,0.022,0.000,0.000,0.022
ENSMUSG00000015575,14565,11532,13242,10625,17047,11158,14776,10470,0,0.274620951771963,0.12397720401514,7.97971532613818,0.0565841484085705,299.398,291.644,294.963,232.273,248.277,212.784,231.015,225.709
ENSMUSG00000020163,5750,5355,4476,3403,6581,4370,3014,4441,0,0.588147780402033,0.124004490295857,6.49090904196725,0.0566022594739747,118.197,98.580,113.871,47.379,115.290,68.151,90.476,95.738
ENSMUSG00000024507,5015,2723,4345,3066,5932,3076,6974,2645,0,-0.219146344164082,0.124080832169684,6.29594047638179,0.0566484277349345,103.088,95.695,102.641,109.629,58.624,61.402,63.685,57.020
ENSMUSG00000050628,2189,1117,1687,963,2328,796,2020,1078,0,-0.340340469263538,0.124080832169684,4.8088748635011,0.0566452651254249,44.997,37.155,40.281,31.754,24.048,19.286,16.480,23.239
ENSMUSG00000040242,4733,3653,4245,3617,5843,3887,5716,3522,0,0.241684523244893,0.12415869333294,6.41931426554415,0.0566896392570859,97.291,93.492,101.101,89.853,78.647,72.437,80.476,75.926
ENSMUSG00000001909,3077,1614,2585,1969,3396,1530,3901,1597,0,-0.225616004758653,0.124165259233085,5.51787607820397,0.0567008674861772,63.251,56.932,58.761,61.322,34.748,39.433,31.677,34.428
ENSMUSG00000027255,1292,322,1449,1266,1699,696,3141,808,0,-0.654381165426842,0.124165259233085,4.45825118891552,0.0567039666464337,26.558,31.913,29.398,49.375,6.932,25.354,14.410,17.419
ENSMUSG00000031059,5498,5155,4942,3653,6839,4395,4092,4324,0,0.446509501417241,0.124174528784114,6.56488717561223,0.0567138650329743,113.017,108.843,118.335,64.325,110.984,73.158,90.994,93.215
ENSMUSG00000037801,0,0,2,0,4,0,7,0,0,-1.65982008094593,0.124252199461213,-5.4829422136734,0.0567550080298217,0.000,0.044,0.069,0.110,0.000,0.000,0.000,0.000
ENSMUSG00000033373,396,239,265,179,390,132,492,160,0,-0.404250355591826,0.124308971794389,2.34282778422507,0.0567866113680923,8.140,5.836,6.748,7.734,5.146,3.585,2.733,3.449
ENSMUSG00000033227,47,35,27,30,59,78,46,58,0,0.810565811102021,0.124357719797014,-0.153952447438898,0.056814553859542,0.966,0.595,1.021,0.723,0.754,0.601,1.615,1.250
ENSMUSG00000025132,54724,39631,53827,48033,67862,45146,77265,45955,0,0.221901984872556,0.124366703297616,10.0322408837031,0.0568243320190529,1124.906,1185.493,1174.211,1214.578,853.230,961.944,934.702,990.682
ENSMUSG00000024077,1861,1147,1729,1228,2148,1174,3408,958,0,-0.262692399342575,0.124648462449759,4.96119616596524,0.0569587572378659,38.255,38.080,37.167,53.573,24.694,24.593,24.306,20.652
ENSMUSG00000039701,159,57,129,91,109,64,201,28,0,-0.655768322188219,0.124649919499584,0.838333718383952,0.056965109887647,3.268,2.841,1.886,3.160,1.227,1.822,1.325,0.604
ENSMUSG00000028521,838,453,699,467,966,473,1087,405,0,-0.266564096281085,0.124652255045881,3.64344393027845,0.0569718641840247,17.226,15.395,16.715,17.087,9.753,9.352,9.793,8.731
ENSMUSG00000030805,10999,8945,10216,8306,13597,8351,11834,8379,0,0.265680616391483,0.124675021490106,7.6188358450034,0.0569879574939262,226.095,224.999,235.268,186.026,192.580,166.342,172.899,180.632
ENSMUSG00000031990,52,65,40,32,19,26,31,33,0,0.90073976574972,0.124706816966974,-0.511962909853197,0.0570081803918555,1.069,0.881,0.329,0.487,1.399,0.641,0.538,0.711
ENSMUSG00000038803,3916,3104,3783,3049,5207,3403,4006,3200,0,0.320273276387367,0.124918978823865,6.17805784454611,0.0571116491352527,80.497,83.317,90.096,62.973,66.827,61.061,70.456,68.985
ENSMUSG00000037185,133,90,141,106,179,70,338,49,0,-0.575612954462386,0.124918978823865,1.22967353879745,0.0571165658001173,2.734,3.105,3.097,5.313,1.938,2.123,1.449,1.056
ENSMUSG00000078601,0,2,0,0,2,2,0,1,0,1.68901840577058,0.124926729726154,-5.58894182699277,0.0571258092086884,0.000,0.000,0.035,0.000,0.043,0.000,0.041,0.022
ENSMUSG00000111515,10,1,4,3,3,0,4,0,0,-1.54290694372978,0.124954813213725,-4.4163052038532,0.0571443518251005,0.206,0.088,0.052,0.063,0.022,0.060,0.000,0.000
ENSMUSG00000025150,315,347,299,276,460,235,302,263,0,0.450519617896206,0.124983864322184,2.60334036297435,0.0571633395606505,6.475,6.585,7.959,4.747,7.471,5.527,4.865,5.670
ENSMUSG00000106239,2,13,4,2,0,5,2,1,0,1.81017365090213,0.124994947339023,-4.16591131171238,0.0571741111374171,0.041,0.088,0.000,0.031,0.280,0.040,0.104,0.022
ENSMUSG00000027253,281,191,220,277,330,276,432,248,0,0.379692947823788,0.125207721415329,2.44377369941295,0.057277148712601,5.776,4.845,5.710,6.791,4.112,5.547,5.714,5.346
ENSMUSG00000050908,24,0,9,15,16,2,32,8,0,-1.70784420797817,0.125387671361875,-2.62116185810689,0.0573651885768912,0.493,0.198,0.277,0.503,0.000,0.300,0.041,0.172
ENSMUSG00000035623,899,539,865,623,992,514,1580,449,0,-0.281758818009172,0.125399533840178,3.88351327036921,0.0573763367344838,18.480,19.051,17.165,24.837,11.604,12.477,10.642,9.679
ENSMUSG00000020630,1106,790,983,872,1315,914,1326,884,0,0.273393559882356,0.125473697144261,4.31841034200542,0.0574217188765036,22.735,21.650,22.753,20.844,17.008,17.463,18.923,19.057
ENSMUSG00000027919,10,32,7,9,18,9,12,17,0,1.08273398274672,0.125473697144261,-1.93278224633423,0.0574187434132329,0.206,0.154,0.311,0.189,0.689,0.180,0.186,0.366
ENSMUSG00000026097,1587,949,1381,533,1844,609,1284,621,0,-0.466411604926787,0.125568477950625,4.30746827665953,0.0574708230667762,32.622,30.415,31.907,20.184,20.431,10.674,12.609,13.387
ENSMUSG00000002076,25,11,19,5,30,23,50,3,0,-1.11854027251123,0.125647193393729,-1.67132095896842,0.0575125822947798,0.514,0.418,0.519,0.786,0.237,0.100,0.476,0.065
ENSMUSG00000030868,3515,1884,3211,2181,4147,2033,4487,1863,0,-0.223832615695114,0.125828213761586,5.7675757581997,0.0576011814810782,72.254,70.719,71.755,70.534,40.561,43.678,42.091,40.162
